"filename", "language", "Markdown", "TypeScript", "YAML", "Docker", "Ignore", "JSON", "JavaScript", "Properties", "comment", "blank", "total"
"/home/undefined/Documents/pkl/apikom/services/products/migrations/20210304053455-products.js", "JavaScript", 0, 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"/home/undefined/Documents/pkl/apikom/services/products/models/product.model.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/home/undefined/Documents/pkl/apikom/services/products/nodemon.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"/home/undefined/Documents/pkl/apikom/services/products/package-lock.json", "JSON", 0, 0, 0, 0, 0, 10426, 0, 0, 0, 1, 10427
"/home/undefined/Documents/pkl/apikom/services/products/package.json", "JSON", 0, 0, 0, 0, 0, 71, 0, 0, 0, 1, 72
"/home/undefined/Documents/pkl/apikom/services/products/routes/product.route.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 1, 10, 23
"/home/undefined/Documents/pkl/apikom/services/products/seeders/20210307044726-products.js", "JavaScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 3, 37
"/home/undefined/Documents/pkl/apikom/services/products/services/product.services.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 8, 47
"/home/undefined/Documents/pkl/apikom/services/products/test/product.controller.test.ts", "TypeScript", 0, 866, 0, 0, 0, 0, 0, 0, 0, 48, 914
"/home/undefined/Documents/pkl/apikom/services/products/tsconfig.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 47, 8, 72
"/home/undefined/Documents/pkl/apikom/services/products/validations/product.validation.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"Total", "-", 3, 3174, 662, 51, 8, 42899, 370, 27, 266, 550, 48010
